10 0 1408.59 625 0 0 0 0
1 -1 1251.71 685.001 -0 0.835812 2 0
6 0 0 1000 0 0 0 0
6 0 2000 1000 0 0 0 0
6 0 4000 800 0 0 0 0
6 0 6000 800 0 0 0 0
6 0 8000 800 0 0 0 0
6 0 10000 1000 0 0 0 0
6 0 12000 1000 0 0 0 0
6 0 14000 1000 0 0 0 0
6 0 16000 1000 0 0 0 0
6 0 18000 1000 0 0 0 0
6 0 20000 800 0 0 0 0
7 0 879.41 768 0 0 0 0
7 0 1250.45 768.001 0 0.835812 0 0
7 0 8000 300 0 0 0 0
3 4 946.973 755 -300 0 0 1
3 4 145.252 755.001 300 0.835812 2 1
3 4 2367.04 755.001 -300 0.835812 1 1
3 4 4025.38 555 -300 1.52055 1 1
3 4 6000 0 300 0 0 0
3 4 130.854 755.001 -300 0.835812 2 1
3 3 2391.34 755 -300 0 0 1
3 4 6334 0 300 0 0 0
3 4 3731.07 555 300 1.53723 1 1
3 4 3731.07 555 300 1.53723 1 1
3 2 2839.54 755.001 300 0.835812 1 1
3 4 4611 0 300 0 0 0
3 2 1661.07 755.001 -300 0.835812 2 1
3 4 147.857 755.001 -300 0.835812 2 1
3 4 9464 0 300 0 0 0
3 4 5705 0 300 0 0 0
3 4 3704.52 555 300 1.51663 1 1
66 0 0 0 0 0 0 0
